phaseFrac,spacingFactor,widthFactor,helixPlusWeight,anglePlusDeg,helixMinusWeight,angleMinusDeg,axialWeight,bendingWeight,ringWeight,ringSpacingFactor,jointRingWeight,jointRingWidthFactor,baseDensity,eval,VF,stressRatio,dispRatio,maxHM,maxAbsUz
9.99999999999999e-09,18,0.9,0.8,45,0.8,45,0.35,0.35,4e-09,32,0.75,3,0.04,16,0.98,0.248707619531342,0,3114313.0988064,0.010823591147164
9.99999999999999e-09,18,0.9,0.8,45,0.8,45,0.35,0.35,4e-09,32,0.75,3,0.04,17,0.671509300722356,1.10824501739147,0,13877427.562746,0.0358085315257504
6.91830973189312e-09,18,0.9,0.8,45,0.8,45,0.35,0.35,4e-09,32,0.75,3,0.04,18,0.671509300722356,1.1082450104478,0,13877427.4757975,0.0358085315265347
9.99999999999999e-09,17.8630182475995,0.9,0.8,45,0.8,45,0.35,0.35,4e-09,32,0.75,3,0.04,19,0.671509300722356,1.13739212838699,0,14242407.2514936,0.0357329318013314
9.99999999999999e-09,18,0.892301736055511,0.8,45,0.8,45,0.35,0.35,4e-09,32,0.75,3,0.04,20,0.671509300722356,1.1084794078986,0,13880362.597177,0.0357858851474894
9.99999999999999e-09,18,0.9,0.807461443657764,45,0.8,45,0.35,0.35,4e-09,32,0.75,3,0.04,21,0.671509300722356,1.10845969947112,0,13880115.8085423,0.0358167453283371
9.99999999999999e-09,18,0.9,0.8,45.249991667,0.8,45,0.35,0.35,4e-09,32,0.75,3,0.04,22,0.671509300722356,1.10292402442367,0,13810798.1682404,0.0358515406976148
9.99999999999999e-09,18,0.9,0.8,45,0.807461443657764,45,0.35,0.35,4e-09,32,0.75,3,0.04,23,0.671509300722356,1.10845968939249,0,13880115.6823378,0.0358167694295539
9.99999999999999e-09,18,0.9,0.8,45,0.8,45.249991667,0.35,0.35,4e-09,32,0.75,3,0.04,24,0.671509300722356,1.10292401660658,0,13810798.0703549,0.0358506487754003
9.99999999999999e-09,18,0.9,0.8,45,0.8,45,0.346067546647595,0.35,4e-09,32,0.75,3,0.04,25,0.671509300722356,1.10779229784428,0,13871758.6153347,0.0358363063527641
9.99999999999999e-09,18,0.9,0.8,45,0.8,45,0.35,0.346067546647595,4e-09,32,0.75,3,0.04,26,0.671509300722356,1.10823711552236,0,13877328.615659,0.035807856471674
9.99999999999999e-09,18,0.9,0.8,45,0.8,45,0.35,0.35,2.76732389275725e-09,32,0.75,3,0.04,27,0.671509300722356,1.10824501739147,0,13877427.562746,0.0358085315257504
9.99999999999999e-09,18,0.9,0.8,45,0.8,45,0.35,0.35,4e-09,31.718814255274,0.75,3,0.04,28,0.671509300722356,1.10824501739147,0,13877427.562746,0.0358085315257504
9.99999999999999e-09,18,0.9,0.8,45,0.8,45,0.35,0.35,4e-09,32,0.75749975001,3,0.04,29,0.671509300722356,1.10815268796245,0,13876271.4150142,0.0358157348476411
9.99999999999999e-09,18,0.9,0.8,45,0.8,45,0.35,0.35,4e-09,32,0.75,2.95023949232776,0.04,30,0.671509300722356,1.10861337803125,0,13882040.169178,0.0357923320859779
9.99999999999999e-09,18,0.9,0.8,45,0.8,45,0.35,0.35,4e-09,32,0.75,3,0.0388365288577386,31,0.671509300722356,1.10842949220664,0,13879737.5536276,0.0357282509921088
9.99999999999999e-09,18,0.9,0.8,45,0.8,45,0.35,0.35,4e-09,32,0.75,3,0.04,32,0.691509300722356,1.07872049059016,0,13507721.8789127,0.0331068499968181
9.99999992386552e-09,22.4072273028998,0.901831421796775,0.798380978713522,46.3420938127227,0.798381054732114,46.3420957806076,0.348200853315773,0.349968579436289,4e-09,32,0.750699309123352,3.01138259640053,0.0400458766556494,33,0.124615468644523,15.0673417811565,0,188673028.84275,4.2354016774658
9.99999994670587e-09,21.024102458793,0.901281627164988,0.798866733339764,45.9399264787186,0.798866786548291,45.9399278582666,0.348740377014701,0.349978005539561,4e-09,32,0.750489516458695,3.00796390075651,0.0400321071194153,34,0.288683618267873,3.74517612098448,0,46897039.4750977,0.429432563572634
9.99999996269412e-09,20.0813407228227,0.900896958558565,0.799206737106991,45.6581067315516,0.799206774350742,45.6581076979321,0.349118156585933,0.349984603845434,4e-09,32,0.750342661545902,3.00557281125885,0.0400224717797467,35,0.403531323004218,2.22194045574849,0,27823105.215453,0.161389784697168
9.99999997388588e-09,19.4377796493638,0.900627782535783,0.799444727666845,45.4607289968005,0.799444753736378,45.460729673506,0.349382657236017,0.349989222675998,4e-09,32,0.750239863090643,3.00390002741312,0.040015728676121,36,0.483924716319659,1.31975755376889,0,16525984.3855857,0.0925281262786987
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,37,0.540200091640468,1.1673217442365,0,14617185.4543408,0.0654195634792805
6.91830971899359e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,38,0.540200091640468,1.16732174376729,0,14617185.4484654,0.0654195635019446
9.99999998172011e-09,18.8526114193306,0.900439404421266,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,39,0.540200091640468,1.19189125411349,0,14924844.4902214,0.0657196409115626
9.99999998172011e-09,18.9965098050667,0.892737557882765,0.799611315111303,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,40,0.540200091640468,1.16774193991342,0,14622447.1383341,0.0651252095177176
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.807073313284624,45.3225289213408,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,41,0.540200091640468,1.1670616404022,0,14613928.4380108,0.0654908787082773
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.5724467385508,0.799611333359438,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,42,0.540200091640468,1.16226264472675,0,14553835.4858072,0.065216896587259
9.99999998172011e-09,18.9965098050667,0.900439404421266,0.799611315111303,45.3225289213408,0.80707333150682,45.3225293951167,0.349567834475603,0.349992455865455,4e-09,32,0.75016790416637,3.00272955835127,0.0400110093041933,43,0.540200091640468,1.1670616322395,0,14613928.3357976,0.0654908532030913
